"Well","Analyte","Reading"
"C4","A",10
"C4","B",92
"C4","B",127
"C4","B",84
"C4","B",74
"C4","B",87
"C4","B",113
"C4","B",107
"C4","B",64
"C4","B",128
"C4","B",150
"C4","B",153
"C4","B",213
"C4","B",72
"C4","B",98
"C4","B",95
"C4","B",120
"C4","B",125
"C4","B",144
"C4","B",53
"C4","B",161
"C4","B",101
"C4","B",35
"C4","B",122
"C4","B",82
"C4","C",28
"C4","C",13
"C4","C",15
"C4","C",11
"C4","C",11
"C4","C",16
"C4","C",14
"C4","C",15
"C4","C",17
"C4","C",15
"C4","C",10
"C4","C",13
"C4","C",12
"C4","C",12
"C4","C",14
"C4","C",16
"C4","C",8
"C4","C",13
"C4","C",18
"C4","C",34
"C4","C",10
"C4","C",14
"C4","C",27
"C4","C",11
"C4","C",40
"C4","C",17
"C4","C",19
"C4","C",13
"C4","D",754
"C4","D",807
"C4","D",830
"C4","D",733
"C4","D",817
"C4","D",3
"C4","D",735
"C4","D",814
"C4","D",724
"C4","D",503
"C4","D",751
"C4","D",756
"C4","D",813
"C4","D",856
"C4","D",882
"C4","D",807
"C4","D",851
"C4","D",814
"C4","E",708
"C4","E",739
"C4","E",744
"C4","E",844
"C4","E",813
"C4","E",818
"C4","E",804
"C4","E",128
"C4","E",814
"C4","E",191
"C4","E",824
"C4","E",174
"C4","E",630
"C4","F",7
"C4","F",5
"C4","F",10
"C4","F",6
"C4","F",6
"C4","F",2
"C4","F",7
"C4","F",8
"C4","F",9
"C4","F",4
"C4","F",4
"C4","F",3
"C4","F",5
"C4","F",8
"C4","F",7
"C4","F",6
"C4","F",10
"C4","F",6
"C4","F",9
"C4","F",5
"C4","F",8
"C4","G",528
"C4","G",643
"C4","G",823
"C4","G",491
"C4","G",467
"C4","G",806
"C4","G",810
"C4","G",654
"C4","G",832
"C4","G",252
"C4","G",665
"C4","G",462
"C4","G",494
"C4","G",849
"C4","H",111
"C4","H",117
"C4","H",152
"C4","H",0
"C4","H",66
"C4","H",151
"C4","H",210
"C4","H",163
"C4","H",112
"C4","H",35
"C4","H",6
"C4","H",113
"C4","H",171
"C4","H",72
"C4","H",74
"C4","H",89
"C4","H",127
"C4","I",90
"C4","I",77
"C4","I",29
"C4","I",71
"C4","I",87
"C4","I",62
"C4","I",74
"C4","I",84
"C4","I",55
"C4","I",59
"C4","I",81
"C4","I",68
"C4","I",52
"C4","I",78
"C4","I",73
"C4","I",58
"C4","I",51
"C4","I",60
"C4","I",66
"C4","I",56
"C4","I",76
"C4","I",55
"C4","I",57
"C4","I",66
"C4","I",17
"C4","I",83
"C4","I",72
"C4","J",43
"C4","J",28
"C4","J",36
"C4","J",25
"C4","J",21
"C4","J",21
"C4","J",16
"C4","J",20
"C4","J",18
"C4","J",24
"C4","J",13
"C4","J",14
"C4","J",16
"C4","J",9
"C4","J",25
"C4","J",174
"C4","J",61
"C4","J",14
"C4","J",19
"C4","J",27
"C4","J",22
"C4","J",10
"C4","J",12
"C4","J",17
"C4","J",20
"C4","J",46
"C4","J",12
"C4","J",16
"C4","J",22
"C4","J",23
"C4","J",17
"C4","J",23
"C4","J",28
"C4","J",10
"C4","J",15
"C4","J",16
"C4","K",0
"C4","K",0
"C4","K",2
"C4","K",0
"C4","K",1
"C4","K",2
"C4","K",0
"C4","K",7
"C4","K",0
"C4","K",0
"C4","K",0
"C4","K",0
"C4","K",2
"C4","K",0
"C4","K",0
"C4","K",0
"C4","K",0
"C4","K",1
"C4","K",0
"C4","K",0
"C4","K",0
"C4","L",243
"C4","L",198
"C4","L",497
"C4","L",257
"C4","L",239
"C4","L",234
"C4","L",642
"C4","L",812
"C4","L",370
"C4","L",348
"C4","L",310
"C4","L",205
"C4","L",395
"C4","L",291
"C4","L",776
"C4","L",145
"C4","M",122
"C4","M",52
"C4","M",33
"C4","M",43
"C4","M",56
"C4","M",59
"C4","M",51
"C4","M",48
"C4","M",46
"C4","M",77
"C4","M",51
"C4","M",51
"C6","A",4
"C6","A",8
"C6","A",11
"C6","A",14
"C6","A",13
"C6","A",19
"C6","A",8
"C6","A",5
"C6","B",58
"C6","B",115
"C6","B",159
"C6","B",123
"C6","B",63
"C6","B",97
"C6","B",41
"C6","B",70
"C6","B",114
"C6","B",73
"C6","B",81
"C6","B",34
"C6","B",61
"C6","B",48
"C6","B",81
"C6","B",123
"C6","B",66
"C6","B",82
"C6","B",41
"C6","B",109
"C6","B",171
"C6","B",116
"C6","B",75
"C6","B",70
"C6","C",11
"C6","C",15
"C6","C",11
"C6","C",17
"C6","C",6
"C6","C",18
"C6","C",15
"C6","C",25
"C6","C",11
"C6","C",11
"C6","C",8
"C6","C",11
"C6","C",9
"C6","C",14
"C6","C",17
"C6","C",11
"C6","C",19
"C6","C",19
"C6","C",14
"C6","C",8
"C6","C",14
"C6","D",776
"C6","D",658
"C6","D",770
"C6","D",765
"C6","D",839
"C6","D",776
"C6","D",785
"C6","D",765
"C6","E",152
"C6","E",532
"C6","E",667
"C6","E",158
"C6","E",604
"C6","E",830
"C6","E",572
"C6","E",723
"C6","E",563
"C6","F",8
"C6","F",4
"C6","F",8
"C6","F",8
"C6","F",6
"C6","F",13
"C6","F",3
"C6","F",5
"C6","F",5
"C6","F",7
"C6","F",6
"C6","F",4
"C6","F",4
"C6","G",695
"C6","G",577
"C6","G",147
"C6","G",516
"C6","G",652
"C6","G",128
"C6","H",68
"C6","H",71
"C6","H",117
"C6","H",174
"C6","H",126
"C6","H",100
"C6","H",158
"C6","H",230
"C6","H",145
"C6","H",98
"C6","H",102
"C6","H",52
"C6","H",71
"C6","H",131
"C6","H",126
"C6","H",61
"C6","I",64
"C6","I",77
"C6","I",69
"C6","I",42
"C6","I",89
"C6","I",73
"C6","I",57
"C6","I",69
"C6","I",43
"C6","I",35
"C6","I",53
"C6","J",26
"C6","J",19
"C6","J",29
"C6","J",15
"C6","J",22
"C6","J",22
"C6","J",23
"C6","J",25
"C6","J",44
"C6","J",36
"C6","J",16
"C6","J",13
"C6","J",12
"C6","J",12
"C6","J",16
"C6","K",0
"C6","K",0
"C6","K",11
"C6","K",2
"C6","K",1
"C6","K",0
"C6","K",0
"C6","K",0
"C6","K",0
"C6","K",0
"C6","K",0
"C6","K",0
"C6","L",662
"C6","L",129
"C6","L",445
"C6","L",610
"C6","L",853
"C6","L",240
"C6","L",803
"C6","M",43
"C6","M",67
"C6","M",49
"C6","M",26
"C6","M",41
"C7","A",14
"C7","A",13
"C7","A",13
"C7","A",27
"C7","A",9
"C7","A",29
"C7","A",15
"C7","A",11
"C7","A",4
"C7","A",10
"C7","A",9
"C7","A",9
"C7","B",197
"C7","B",259
"C7","B",240
"C7","B",281
"C7","B",508
"C7","B",214
"C7","B",296
"C7","B",346
"C7","B",169
"C7","B",175
"C7","B",210
"C7","B",235
"C7","B",281
"C7","B",827
"C7","B",203
"C7","B",268
"C7","B",176
"C7","C",225
"C7","C",214
"C7","C",188
"C7","C",198
"C7","C",192
"C7","C",201
"C7","C",284
"C7","C",193
"C7","C",186
"C7","C",235
"C7","C",275
"C7","C",410
"C7","C",235
"C7","C",200
"C7","D",751
"C7","D",846
"C7","D",819
"C7","D",770
"C7","D",806
"C7","D",881
"C7","D",806
"C7","D",716
"C7","D",850
"C7","D",825
"C7","D",787
"C7","E",334
"C7","E",249
"C7","E",386
"C7","E",411
"C7","E",371
"C7","E",687
"C7","E",419
"C7","E",570
"C7","E",791
"C7","F",172
"C7","F",243
"C7","F",215
"C7","F",329
"C7","F",201
"C7","F",805
"C7","F",208
"C7","F",200
"C7","F",251
"C7","F",218
"C7","F",187
"C7","F",203
"C7","F",209
"C7","F",201
"C7","F",252
"C7","F",234
"C7","F",235
"C7","G",796
"C7","G",937
"C7","G",830
"C7","G",776
"C7","G",738
"C7","G",814
"C7","G",446
"C7","G",778
"C7","H",153
"C7","H",134
"C7","H",195
"C7","H",221
"C7","H",168
"C7","H",223
"C7","H",397
"C7","H",203
"C7","H",153
"C7","H",250
"C7","H",220
"C7","I",870
"C7","I",716
"C7","I",870
"C7","I",745
"C7","I",714
"C7","I",782
"C7","I",765
"C7","I",891
"C7","I",826
"C7","I",901
"C7","J",158
"C7","J",130
"C7","J",208
"C7","J",160
"C7","J",122
"C7","J",144
"C7","J",117
"C7","J",155
"C7","J",126
"C7","J",808
"C7","J",164
"C7","J",131
"C7","J",89
"C7","J",106
"C7","J",93
"C7","J",94
"C7","J",120
"C7","J",159
"C7","J",156
"C7","J",91
"C7","K",3
"C7","K",1
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",2
"C7","K",0
"C7","K",4
"C7","K",1
"C7","K",2
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",1
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",0
"C7","K",1
"C7","L",780
"C7","L",425
"C7","L",396
"C7","L",771
"C7","L",284
"C7","L",359
"C7","L",301
"C7","L",809
"C7","L",595
"C7","L",762
"C7","M",36
"C7","M",58
"C7","M",30
"C7","M",28
"C7","M",29
"C7","M",175
"C7","M",36
"C7","M",34
"C7","M",55
"C7","M",25
"C7","M",21
"C7","M",68
"C7","M",30
"C7","M",120
"C7","M",68
"C8","A",15
"C8","A",61
"C8","A",5
"C8","A",7
"C8","A",12
"C8","A",9
"C8","A",13
"C8","A",19
"C8","A",15
"C8","A",23
"C8","A",9
"C8","B",27
"C8","B",77
"C8","B",55
"C8","B",68
"C8","B",44
"C8","B",105
"C8","B",90
"C8","B",60
"C8","B",491
"C8","C",3
"C8","C",6
"C8","C",17
"C8","C",7
"C8","C",12
"C8","C",11
"C8","C",131
"C8","C",136
"C8","C",114
"C8","C",100
"C8","D",773
"C8","D",753
"C8","D",911
"C8","D",251
"C8","D",427
"C8","D",755
"C8","D",812
"C8","D",735
"C8","D",864
"C8","E",251
"C8","E",275
"C8","E",287
"C8","E",310
"C8","E",426
"C8","E",810
"C8","F",2
"C8","F",3
"C8","F",6
"C8","F",3
"C8","F",3
"C8","F",3
"C8","F",7
"C8","F",6
"C8","G",144
"C8","G",244
"C8","G",286
"C8","G",166
"C8","G",345
"C8","G",834
"C8","H",86
"C8","H",68
"C8","H",33
"C8","H",45
"C8","H",98
"C8","H",56
"C8","H",70
"C8","H",53
"C8","I",33
"C8","I",8
"C8","I",7
"C8","I",14
"C8","I",37
"C8","I",0
"C8","I",30
"C8","I",49
"C8","I",46
"C8","I",1
"C8","I",34
"C8","I",790
"C8","I",592
"C8","I",812
"C8","I",429
"C8","J",6
"C8","J",16
"C8","J",6
"C8","J",7
"C8","J",8
"C8","J",7
"C8","J",29
"C8","J",8
"C8","J",6
"C8","J",10
"C8","J",12
"C8","J",17
"C8","J",12
"C8","J",9
"C8","J",94
"C8","K",1
"C8","K",0
"C8","K",0
"C8","K",0
"C8","K",2
"C8","K",0
"C8","K",0
"C8","K",0
"C8","K",2
"C8","L",279
"C8","L",206
"C8","L",291
"C8","L",419
"C8","L",147
"C8","L",276
"C8","L",782
"C8","M",321
"C8","M",40
"C8","M",35
"C8","M",33
"C8","M",39
"C8","M",60
"C8","M",35
"C8","M",84
"C8","M",41
"C8","M",30
"C9","A",5
"C9","A",12
"C9","A",5
"C9","A",7
"C9","A",14
"C9","A",53
"C9","A",2
"C9","A",11
"C9","A",11
"C9","A",9
"C9","A",5
"C9","B",805
"C9","B",789
"C9","B",779
"C9","B",783
"C9","B",366
"C9","B",722
"C9","B",770
"C9","B",870
"C9","B",809
"C9","C",121
"C9","C",146
"C9","C",136
"C9","C",203
"C9","C",132
"C9","C",150
"C9","C",479
"C9","C",271
"C9","C",95
"C9","C",176
"C9","C",90
"C9","C",111
"C9","C",92
"C9","C",84
"C9","C",129
"C9","C",113
"C9","C",157
"C9","C",131
"C9","C",129
"C9","D",774
"C9","D",748
"C9","D",720
"C9","D",671
"C9","E",82
"C9","E",813
"C9","E",852
"C9","E",900
"C9","E",740
"C9","E",773
"C9","E",814
"C9","F",124
"C9","F",164
"C9","F",107
"C9","F",125
"C9","F",141
"C9","F",121
"C9","F",128
"C9","F",139
"C9","F",111
"C9","F",153
"C9","F",143
"C9","F",106
"C9","F",117
"C9","F",164
"C9","G",723
"C9","G",911
"C9","G",752
"C9","G",730
"C9","G",609
"C9","G",865
"C9","G",811
"C9","G",759
"C9","G",773
"C9","H",756
"C9","H",619
"C9","H",830
"C9","H",740
"C9","H",797
"C9","H",946
"C9","H",807
"C9","H",890
"C9","H",776
"C9","I",876
"C9","I",764
"C9","I",877
"C9","I",743
"C9","J",85
"C9","J",88
"C9","J",160
"C9","J",93
"C9","J",101
"C9","J",82
"C9","J",96
"C9","J",109
"C9","J",125
"C9","J",104
"C9","J",110
"C9","J",100
"C9","J",100
"C9","J",162
"C9","J",86
"C9","J",60
"C9","J",96
"C9","J",122
"C9","J",90
"C9","J",80
"C9","J",118
"C9","J",88
"C9","J",95
"C9","K",0
"C9","K",0
"C9","K",0
"C9","K",0
"C9","K",0
"C9","K",0
"C9","K",1
"C9","K",7
"C9","K",0
"C9","K",0
"C9","K",0
"C9","K",0
"C9","K",0
"C9","K",0
"C9","K",10
"C9","K",0
"C9","K",0
"C9","K",0
"C9","K",0
"C9","K",0
"C9","K",0
"C9","K",0
"C9","L",320
"C9","L",760
"C9","L",242
"C9","M",34
"C9","M",16
"C9","M",65
"C9","M",55
"C9","M",38
"C9","M",60
"C9","M",35
"C9","M",37
"C9","M",55
"C9","M",58
"C9","M",29
"C9","M",33
"C9","M",44
"C9","M",74
"C9","M",30
"D1","A",10
"D1","A",6
"D1","A",18
"D1","A",8
"D1","A",26
"D1","A",31
"D1","A",15
"D1","B",125
"D1","B",160
"D1","B",95
"D1","B",135
"D1","B",52
"D1","B",137
"D1","B",127
"D1","B",106
"D1","B",112
"D1","B",96
"D1","B",115
"D1","B",105
"D1","B",77
"D1","B",89
"D1","B",100
"D1","B",62
"D1","B",116
"D1","B",120
"D1","B",112
"D1","B",105
"D1","B",103
"D1","B",99
"D1","B",131
"D1","B",57
"D1","B",70
"D1","C",120
"D1","C",160
"D1","C",125
"D1","C",149
"D1","C",107
"D1","C",209
"D1","C",123
"D1","C",108
"D1","C",126
"D1","C",133
"D1","C",145
"D1","C",102
"D1","C",147
"D1","C",136
"D1","C",226
"D1","C",122
"D1","C",119
"D1","C",112
"D1","C",105
"D1","C",98
"D1","C",94
"D1","C",118
"D1","D",908
"D1","D",842
"D1","D",870
"D1","D",888
"D1","D",785
"D1","D",855
"D1","D",836
"D1","D",728
"D1","E",327
"D1","E",651
"D1","E",821
"D1","E",254
"D1","E",826
"D1","E",361
"D1","E",764
"D1","E",795
"D1","E",807
"D1","E",852
"D1","F",12
"D1","F",17
"D1","F",25
"D1","F",29
"D1","F",26
"D1","F",19
"D1","F",7
"D1","F",7
"D1","F",15
"D1","F",24
"D1","F",21
"D1","F",21
"D1","F",17
"D1","F",18
"D1","F",21
"D1","F",21
"D1","F",14
"D1","F",8
"D1","F",24
"D1","F",11
"D1","G",580
"D1","G",756
"D1","G",850
"D1","G",810
"D1","G",269
"D1","G",380
"D1","G",813
"D1","G",527
"D1","H",131
"D1","H",110
"D1","H",87
"D1","H",120
"D1","H",125
"D1","H",101
"D1","H",105
"D1","H",121
"D1","I",242
"D1","I",223
"D1","I",235
"D1","I",221
"D1","I",212
"D1","I",179
"D1","I",245
"D1","I",175
"D1","I",228
"D1","I",233
"D1","I",273
"D1","I",235
"D1","I",254
"D1","I",317
"D1","I",209
"D1","I",280
"D1","I",251
"D1","I",204
"D1","I",218
"D1","I",220
"D1","I",228
"D1","I",175
"D1","J",62
"D1","J",72
"D1","J",85
"D1","J",64
"D1","J",82
"D1","J",67
"D1","J",71
"D1","J",74
"D1","J",79
"D1","J",75
"D1","J",85
"D1","J",95
"D1","J",68
"D1","J",97
"D1","J",91
"D1","J",62
"D1","J",44
"D1","K",1
"D1","K",3
"D1","K",0
"D1","K",0
"D1","K",0
"D1","K",0
"D1","K",0
"D1","K",2
"D1","K",3
"D1","K",0
"D1","K",0
"D1","K",0
"D1","L",227
"D1","L",384
"D1","L",416
"D1","L",829
"D1","L",780
"D1","L",256
"D1","L",754
"D1","L",774
"D1","L",395
"D1","L",270
"D1","L",271
"D1","M",35
"D1","M",34
"D1","M",96
"D1","M",19
"D1","M",37
"D1","M",46
"D1","M",61
"D1","M",28
"D1","M",138
"D1","M",111
"D2","A",45
"D2","A",25
"D2","A",10
"D2","A",12
"D2","A",109
"D2","A",8
"D2","B",715
"D2","B",777
"D2","B",748
"D2","B",744
"D2","B",794
"D2","C",227
"D2","C",212
"D2","C",160
"D2","C",158
"D2","C",143
"D2","C",174
"D2","D",747
"D2","D",775
"D2","D",762
"D2","D",851
"D2","E",858
"D2","E",814
"D2","E",737
"D2","E",836
"D2","E",0
"D2","E",763
"D2","E",770
"D2","E",772
"D2","E",45
"D2","E",832
"D2","E",709
"D2","E",866
"D2","F",201
"D2","F",173
"D2","F",171
"D2","F",157
"D2","F",167
"D2","F",123
"D2","F",174
"D2","F",193
"D2","F",370
"D2","G",417
"D2","G",887
"D2","G",734
"D2","G",741
"D2","G",813
"D2","G",846
"D2","G",872
"D2","H",773
"D2","H",182
"D2","H",843
"D2","H",852
"D2","I",778
"D2","I",817
"D2","I",758
"D2","J",93
"D2","J",100
"D2","J",141
"D2","J",101
"D2","J",123
"D2","J",131
"D2","J",104
"D2","J",101
"D2","J",103
"D2","J",157
"D2","J",93
"D2","K",0
"D2","K",0
"D2","K",0
"D2","K",0
"D2","K",0
"D2","K",1
"D2","K",1
"D2","K",0
"D2","K",1
"D2","L",867
"D2","L",276
"D2","L",519
"D2","M",72
"D2","M",33
"D2","M",24
"D3","A",10
"D3","A",8
"D3","A",6
"D3","A",8
"D3","A",10
"D3","A",8
"D3","B",127
"D3","B",98
"D3","B",115
"D3","B",87
"D3","B",89
"D3","B",81
"D3","B",75
"D3","C",12
"D3","C",16
"D3","C",17
"D3","C",18
"D3","C",11
"D3","C",9
"D3","C",14
"D3","C",11
"D3","C",13
"D3","C",7
"D3","C",15
"D3","D",883
"D3","D",810
"D3","D",792
"D3","D",872
"D3","E",829
"D3","E",235
"D3","E",805
"D3","E",723
"D3","F",10
"D3","F",14
"D3","F",6
"D3","F",6
"D3","F",8
"D3","F",6
"D3","F",4
"D3","G",673
"D3","G",371
"D3","G",793
"D3","H",16
"D3","H",174
"D3","H",96
"D3","H",101
"D3","H",85
"D3","H",67
"D3","H",148
"D3","H",120
"D3","H",131
"D3","H",99
"D3","H",95
"D3","H",139
"D3","I",40
"D3","I",61
"D3","I",32
"D3","I",67
"D3","I",43
"D3","I",123
"D3","I",70
"D3","J",14
"D3","J",19
"D3","J",34
"D3","J",20
"D3","J",15
"D3","J",17
"D3","J",23
"D3","K",0
"D3","K",0
"D3","K",0
"D3","K",0
"D3","K",0
"D3","K",0
"D3","K",8
"D3","K",0
"D3","L",159
"D3","L",477
"D3","L",165
"D3","L",210
"D3","M",43
"D3","M",64
"D3","M",79
"D3","M",33
"D3","M",51
"D3","M",45
"D3","M",36
"D3","M",29
"D4","A",4
"D4","A",9
"D4","A",9
"D4","A",22
"D4","A",11
"D4","A",12
"D4","A",30
"D4","A",10
"D4","B",783
"D4","B",758
"D4","B",850
"D4","B",748
"D4","B",920
"D4","B",497
"D4","B",833
"D4","C",200
"D4","C",206
"D4","C",245
"D4","C",121
"D4","C",180
"D4","D",811
"D4","D",789
"D4","D",692
"D4","D",726
"D4","D",825
"D4","D",860
"D4","D",833
"D4","D",754
"D4","E",296
"D4","E",817
"D4","E",758
"D4","E",737
"D4","E",754
"D4","E",830
"D4","F",155
"D4","F",89
"D4","F",140
"D4","F",150
"D4","F",161
"D4","F",135
"D4","F",165
"D4","G",909
"D4","G",818
"D4","G",745
"D4","G",673
"D4","G",798
"D4","G",774
"D4","G",824
"D4","G",780
"D4","H",815
"D4","H",794
"D4","H",790
"D4","H",716
"D4","H",782
"D4","H",257
"D4","H",783
"D4","H",821
"D4","H",809
"D4","H",893
"D4","H",898
"D4","H",547
"D4","I",801
"D4","I",727
"D4","I",809
"D4","I",782
"D4","I",877
"D4","I",759
"D4","I",924
"D4","I",803
"D4","I",346
"D4","I",814
"D4","I",689
"D4","I",744
"D4","I",895
"D4","I",777
"D4","J",126
"D4","J",101
"D4","J",170
"D4","J",136
"D4","J",122
"D4","J",115
"D4","J",110
"D4","J",95
"D4","J",103
"D4","J",131
"D4","J",181
"D4","J",88
"D4","J",128
"D4","J",127
"D4","J",129
"D4","J",209
"D4","J",87
"D4","J",86
"D4","K",0
"D4","K",1
"D4","K",0
"D4","K",0
"D4","K",0
"D4","K",0
"D4","K",0
"D4","K",0
"D4","K",3
"D4","K",0
"D4","K",2
"D4","K",0
"D4","K",0
"D4","K",1
"D4","K",0
"D4","K",0
"D4","K",0
"D4","L",299
"D4","L",493
"D4","L",237
"D4","L",280
"D4","L",850
"D4","L",516
"D4","L",396
"D4","M",42
"D4","M",30
"D4","M",36
"D4","M",66
"D4","M",49
"D4","M",59
"D4","M",38
"D4","M",120
"D4","M",47
"D4","M",48
"D5","A",4
"D5","A",6
"D5","B",17
"D5","B",80
"D5","B",70
"D5","B",64
"D5","B",79
"D5","B",73
"D5","B",33
"D5","B",69
"D5","C",7
"D5","C",5
"D5","D",915
"D5","D",884
"D5","E",487
"D5","E",587
"D5","F",3
"D5","F",4
"D5","F",4
"D5","F",0
"D5","G",195
"D5","G",415
"D5","H",58
"D5","H",74
"D5","H",59
"D5","H",54
"D5","H",61
"D5","H",57
"D5","H",118
"D5","I",25
"D5","I",36
"D5","I",28
"D5","I",26
"D5","J",27
"D5","J",29
"D5","J",7
"D5","K",0
"D5","K",0
"D5","L",214
"D5","L",192
"D5","L",409
"D5","M",50
"D5","M",32
"D5","M",40
"D5","M",37
"D5","M",58
"D6","A",9
"D6","A",9
"D6","A",12
"D6","A",6
"D6","A",14
"D6","A",7
"D6","A",10
"D6","A",9
"D6","A",12
"D6","A",2
"D6","A",11
"D6","A",16
"D6","A",6
"D6","A",3
"D6","A",37
"D6","A",11
"D6","B",34
"D6","B",180
"D6","B",171
"D6","B",47
"D6","B",144
"D6","B",135
"D6","B",101
"D6","B",87
"D6","B",106
"D6","B",82
"D6","B",123
"D6","B",82
"D6","B",131
"D6","B",116
"D6","B",105
"D6","C",27
"D6","C",15
"D6","C",31
"D6","C",23
"D6","C",34
"D6","C",32
"D6","C",34
"D6","C",27
"D6","C",26
"D6","C",34
"D6","C",61
"D6","C",26
"D6","C",32
"D6","D",869
"D6","D",837
"D6","D",835
"D6","E",469
"D6","E",668
"D6","E",818
"D6","E",828
"D6","E",759
"D6","E",194
"D6","E",864
"D6","E",533
"D6","E",834
"D6","E",374
"D6","E",274
"D6","E",227
"D6","F",29
"D6","F",41
"D6","F",35
"D6","F",34
"D6","F",38
"D6","F",21
"D6","F",47
"D6","F",40
"D6","F",41
"D6","F",23
"D6","F",29
"D6","F",29
"D6","F",25
"D6","F",36
"D6","F",37
"D6","G",513
"D6","G",385
"D6","G",629
"D6","G",462
"D6","G",462
"D6","G",696
"D6","G",288
"D6","G",326
"D6","H",145
"D6","H",124
"D6","H",96
"D6","H",109
"D6","H",98
"D6","H",140
"D6","H",83
"D6","H",164
"D6","H",85
"D6","I",348
"D6","I",245
"D6","I",262
"D6","I",277
"D6","I",318
"D6","I",340
"D6","I",318
"D6","I",321
"D6","I",232
"D6","J",25
"D6","J",20
"D6","J",43
"D6","J",31
"D6","J",38
"D6","J",33
"D6","J",21
"D6","J",25
"D6","J",22
"D6","J",37
"D6","J",34
"D6","J",26
"D6","K",0
"D6","K",0
"D6","K",0
"D6","K",0
"D6","K",0
"D6","K",0
"D6","K",0
"D6","K",0
"D6","K",2
"D6","K",0
"D6","K",0
"D6","K",0
"D6","K",0
"D6","K",6
"D6","K",2
"D6","K",2
"D6","K",0
"D6","K",0
"D6","K",0
"D6","K",2
"D6","K",3
"D6","K",2
"D6","L",148
"D6","L",284
"D6","L",536
"D6","M",44
"D6","M",33
"D6","M",35
"D6","M",46
"D6","M",40
"D6","M",126
"D6","M",42
"D6","M",28
"D6","M",41
"D6","M",185
"D6","M",45
"D6","M",51
"D6","M",47
"D7","A",14
"D7","A",12
"D7","A",4
"D7","A",7
"D7","A",3
"D7","A",54
"D7","A",12
"D7","A",9
"D7","A",5
"D7","A",5
"D7","A",6
"D7","A",7
"D7","A",9
"D7","A",21
"D7","A",9
"D7","A",43
"D7","A",10
"D7","A",9
"D7","B",240
"D7","B",364
"D7","B",333
"D7","B",292
"D7","B",252
"D7","B",243
"D7","B",232
"D7","C",54
"D7","C",92
"D7","C",85
"D7","C",50
"D7","C",96
"D7","C",70
"D7","C",81
"D7","C",71
"D7","C",483
"D7","C",84
"D7","C",84
"D7","C",37
"D7","C",68
"D7","C",92
"D7","C",42
"D7","C",66
"D7","D",772
"D7","D",848
"D7","D",782
"D7","D",678
"D7","D",850
"D7","D",811
"D7","D",844
"D7","D",798
"D7","D",738
"D7","D",793
"D7","E",838
"D7","E",849
"D7","E",344
"D7","E",816
"D7","E",12
"D7","E",770
"D7","E",879
"D7","E",773
"D7","E",105
"D7","F",56
"D7","F",44
"D7","F",47
"D7","F",45
"D7","F",54
"D7","F",63
"D7","F",83
"D7","F",66
"D7","F",40
"D7","F",49
"D7","F",36
"D7","F",45
"D7","G",776
"D7","G",808
"D7","G",893
"D7","G",760
"D7","G",462
"D7","G",794
"D7","G",691
"D7","G",812
"D7","G",242
"D7","G",855
"D7","G",809
"D7","G",766
"D7","H",275
"D7","H",498
"D7","H",190
"D7","H",690
"D7","H",768
"D7","H",201
"D7","H",255
"D7","H",312
"D7","I",242
"D7","I",206
"D7","I",147
"D7","I",266
"D7","I",248
"D7","I",242
"D7","I",329
"D7","I",317
"D7","I",123
"D7","I",211
"D7","I",234
"D7","I",242
"D7","I",242
"D7","I",240
"D7","J",71
"D7","J",33
"D7","J",39
"D7","J",34
"D7","J",67
"D7","J",57
"D7","J",52
"D7","J",47
"D7","J",45
"D7","J",51
"D7","J",65
"D7","J",49
"D7","J",51
"D7","J",36
"D7","J",31
"D7","J",65
"D7","J",45
"D7","J",46
"D7","J",35
"D7","K",0
"D7","K",0
"D7","K",0
"D7","K",0
"D7","K",0
"D7","K",4
"D7","K",0
"D7","K",0
"D7","K",1
"D7","K",1
"D7","K",0
"D7","K",0
"D7","K",2
"D7","K",0
"D7","K",2
"D7","K",4
"D7","K",1
"D7","K",5
"D7","K",3
"D7","K",0
"D7","K",3
"D7","K",0
"D7","K",0
"D7","K",0
"D7","K",0
"D7","L",699
"D7","L",292
"D7","L",239
"D7","L",220
"D7","L",314
"D7","M",72
"D7","M",37
"D7","M",53
"D7","M",36
"D7","M",32
"D7","M",41
"D7","M",42
"D7","M",28
"D8","A",12
"D8","A",14
"D8","A",148
"D8","A",6
"D8","B",134
"D8","B",161
"D8","B",83
"D8","B",65
"D8","B",33
"D8","B",91
"D8","B",86
"D8","B",81
"D8","B",316
"D8","B",93
"D8","B",83
"D8","B",136
"D8","B",25
"D8","B",101
"D8","C",8
"D8","C",16
"D8","C",11
"D8","C",16
"D8","C",16
"D8","C",19
"D8","C",18
"D8","C",39
"D8","C",12
"D8","C",15
"D8","C",8
"D8","C",4
"D8","C",14
"D8","C",14
"D8","C",13
"D8","C",13
"D8","C",12
"D8","C",14
"D8","C",12
"D8","C",11
"D8","D",883
"D8","D",831
"D8","D",878
"D8","D",882
"D8","E",864
"D8","E",883
"D8","E",332
"D8","E",699
"D8","E",83
"D8","E",897
"D8","E",741
"D8","E",716
"D8","E",790
"D8","F",4
"D8","F",7
"D8","F",10
"D8","F",8
